Sucursal,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
62,4820,2,Cobro/Pago (Cta externa),88,Regular,749.58
62,4820,2,Cobro/Pago (Cta externa),306,Muy Bueno,2403.07
62,4820,2,Cobro/Pago (Cta externa),69,Muy Bueno,2570.01
62,4820,2,Cobro/Pago (Cta externa),171,Malo,850.15
62,4820,2,Cobro/Pago (Cta externa),97,Muy Bueno,1611.47
62,4820,2,Cobro/Pago (Cta externa),183,Regular,2474.13
62,4820,2,Cobro/Pago (Cta externa),136,Muy Bueno,2277.76
62,4820,2,Cobro/Pago (Cta externa),239,Bueno,2341.62
62,4820,2,Cobro/Pago (Cta externa),166,Muy Bueno,1882.82
62,4820,2,Cobro/Pago (Cta externa),120,Muy Bueno,1128.17
62,4820,2,Cobro/Pago (Cta externa),95,Regular,2343.85
62,4820,2,Cobro/Pago (Cta externa),163,Muy Bueno,2249.25
62,4820,2,Cobro/Pago (Cta externa),264,Muy Bueno,986.18
62,4820,2,Cobro/Pago (Cta externa),65,Regular,2162.76
62,4820,2,Cobro/Pago (Cta externa),183,Muy Bueno,2065.38
62,4820,2,Cobro/Pago (Cta externa),166,Regular,2699.08
62,4820,2,Cobro/Pago (Cta externa),90,Bueno,2245.32
62,4820,2,Cobro/Pago (Cta externa),159,Bueno,1984.01
62,4820,2,Cobro/Pago (Cta externa),190,Malo,2921.39
62,4820,2,Cobro/Pago (Cta externa),108,Malo,537.94
62,4820,2,Cobro/Pago (Cta externa),209,Bueno,3803.1
62,4820,2,Cobro/Pago (Cta externa),163,Regular,2670.84
62,4820,2,Cobro/Pago (Cta externa),145,Muy Malo,2006.62
62,4820,2,Cobro/Pago (Cta externa),212,Bueno,1131.3
62,4820,2,Cobro/Pago (Cta externa),332,Bueno,2109.83
62,4820,2,Cobro/Pago (Cta externa),80,Regular,184.83
62,4820,2,Cobro/Pago (Cta externa),82,Malo,2642.34
62,4820,2,Cobro/Pago (Cta externa),329,Bueno,3423.4
62,4820,2,Cobro/Pago (Cta externa),297,Muy Malo,2848.01
62,4820,2,Cobro/Pago (Cta externa),69,Muy Bueno,859.58
62,4820,2,Cobro/Pago (Cta externa),178,Muy Malo,2529.79
62,4820,2,Cobro/Pago (Cta externa),97,Regular,1953.16
62,4820,2,Cobro/Pago (Cta externa),123,Malo,1032.34
62,4820,2,Cobro/Pago (Cta externa),132,Malo,1284.64
62,4820,2,Cobro/Pago (Cta externa),284,Muy Bueno,2261.2
62,4820,2,Cobro/Pago (Cta externa),108,Bueno,739.14
62,4820,2,Cobro/Pago (Cta externa),319,Regular,3253.26
62,4820,2,Cobro/Pago (Cta externa),96,Muy Bueno,1558.6
62,4820,2,Cobro/Pago (Cta externa),241,Muy Bueno,1608.34
62,4820,2,Cobro/Pago (Cta externa),188,Muy Bueno,3082.59
62,4820,2,Cobro/Pago (Cta externa),63,Muy Malo,2013.98
62,4820,2,Cobro/Pago (Cta externa),84,Bueno,764.4
62,4820,2,Cobro/Pago (Cta externa),119,Muy Bueno,2805.19
62,4820,2,Cobro/Pago (Cta externa),192,Regular,3818.85
62,4820,2,Cobro/Pago (Cta externa),361,Bueno,2283.67
62,4820,2,Cobro/Pago (Cta externa),143,Regular,2581.91
62,4820,2,Cobro/Pago (Cta externa),115,Bueno,479.67
62,4820,2,Cobro/Pago (Cta externa),141,Malo,1557.54
62,4820,2,Cobro/Pago (Cta externa),236,Malo,2600.29
62,4820,2,Cobro/Pago (Cta externa),156,Bueno,856.84
62,4820,2,Cobro/Pago (Cta externa),220,Bueno,2146.15
62,4820,2,Cobro/Pago (Cta externa),138,Malo,1305.72
62,4820,2,Cobro/Pago (Cta externa),124,Malo,2946.78
62,4820,2,Cobro/Pago (Cta externa),127,Regular,1110.15
62,4820,2,Cobro/Pago (Cta externa),97,Regular,1277.23
62,4820,2,Cobro/Pago (Cta externa),289,Muy Malo,2785.09
62,4820,2,Cobro/Pago (Cta externa),85,Malo,533.79
62,4820,2,Cobro/Pago (Cta externa),336,Bueno,2554.36
62,4820,2,Cobro/Pago (Cta externa),81,Muy Malo,615.31
62,4820,2,Cobro/Pago (Cta externa),337,Regular,2997.93
62,4820,2,Cobro/Pago (Cta externa),242,Muy Bueno,2248.5
62,4820,2,Cobro/Pago (Cta externa),137,Regular,2503.14
62,4820,2,Cobro/Pago (Cta externa),100,Muy Malo,1005.83
62,4820,2,Cobro/Pago (Cta externa),187,Muy Bueno,2812.97
62,4820,2,Cobro/Pago (Cta externa),80,Malo,974.65
62,4820,2,Cobro/Pago (Cta externa),190,Muy Bueno,2337.8
62,4820,2,Cobro/Pago (Cta externa),100,Bueno,1736.54
62,4820,2,Cobro/Pago (Cta externa),79,Regular,1467.92
62,4820,2,Cobro/Pago (Cta externa),191,Bueno,2651.64
62,4820,2,Cobro/Pago (Cta externa),66,Muy Bueno,2027.53
62,4820,2,Cobro/Pago (Cta externa),190,Malo,3522.12
62,4820,2,Cobro/Pago (Cta externa),254,Regular,1802.87
62,4820,2,Cobro/Pago (Cta externa),97,Muy Bueno,451.32
62,4820,2,Cobro/Pago (Cta externa),76,Malo,516.9
62,4820,2,Cobro/Pago (Cta externa),116,Regular,889.91
62,4820,2,Cobro/Pago (Cta externa),136,Malo,2534.38
62,4820,2,Cobro/Pago (Cta externa),222,Regular,3073
62,4820,2,Cobro/Pago (Cta externa),89,Regular,1573.97
62,4820,2,Cobro/Pago (Cta externa),331,Malo,2982.26
62,4820,2,Cobro/Pago (Cta externa),136,Muy Bueno,2335.51
62,4820,2,Cobro/Pago (Cta externa),297,Malo,2083.86
62,4820,2,Cobro/Pago (Cta externa),176,Malo,2027.66
62,4820,2,Cobro/Pago (Cta externa),202,Muy Bueno,2557.13
62,4820,2,Cobro/Pago (Cta externa),81,Malo,2648.86
62,4820,2,Cobro/Pago (Cta externa),178,Muy Bueno,1192.22
62,4820,2,Cobro/Pago (Cta externa),63,Malo,2347.65
62,4820,2,Cobro/Pago (Cta externa),375,Bueno,3541.39
62,4820,2,Cobro/Pago (Cta externa),222,Muy Bueno,2481.22
62,4820,2,Cobro/Pago (Cta externa),70,Muy Bueno,1633.13
62,4820,2,Cobro/Pago (Cta externa),86,Muy Malo,1291.17
62,4820,2,Cobro/Pago (Cta externa),91,Malo,2490.52
62,4820,2,Cobro/Pago (Cta externa),98,Bueno,738.06
62,4820,2,Cobro/Pago (Cta externa),90,Malo,1549.84
62,4820,2,Cobro/Pago (Cta externa),109,Regular,1486.55
62,4820,2,Cobro/Pago (Cta externa),140,Muy Bueno,2104.1
62,4820,2,Cobro/Pago (Cta externa),96,Regular,404.53
62,4820,2,Cobro/Pago (Cta externa),112,Bueno,2022.94
62,4820,2,Cobro/Pago (Cta externa),65,Bueno,883.04
62,4820,2,Cobro/Pago (Cta externa),155,Malo,2065.25
62,4820,2,Cobro/Pago (Cta externa),72,Regular,1876.16
62,4820,2,Cobro/Pago (Cta externa),105,Muy Malo,2417.12
62,4820,2,Cobro/Pago (Cta externa),83,Bueno,537
62,4820,2,Cobro/Pago (Cta externa),315,Bueno,3594.39
62,4820,2,Cobro/Pago (Cta externa),361,Muy Malo,3489.72
62,4820,2,Cobro/Pago (Cta externa),102,Muy Bueno,2665.86
62,4820,2,Cobro/Pago (Cta externa),69,Muy Malo,1211.04
62,4820,2,Cobro/Pago (Cta externa),259,Muy Malo,3483.7
62,4820,2,Cobro/Pago (Cta externa),124,Regular,2279.14
62,4820,2,Cobro/Pago (Cta externa),146,Malo,2419.24
62,4820,2,Cobro/Pago (Cta externa),70,Malo,1163.14
62,4820,2,Cobro/Pago (Cta externa),161,Malo,2458
62,4820,2,Cobro/Pago (Cta externa),106,Regular,2432.85
62,4820,2,Cobro/Pago (Cta externa),92,Muy Bueno,1927.65
62,4820,2,Cobro/Pago (Cta externa),158,Muy Malo,871.26
62,4820,2,Cobro/Pago (Cta externa),119,Bueno,3247.23
62,4820,2,Cobro/Pago (Cta externa),63,Muy Malo,1967.89
62,4820,2,Cobro/Pago (Cta externa),129,Muy Bueno,2233.42
62,4820,2,Cobro/Pago (Cta externa),218,Muy Bueno,1933.62
62,4820,2,Cobro/Pago (Cta externa),63,Malo,1989.87
62,4820,2,Cobro/Pago (Cta externa),182,Malo,1278.3
62,4820,2,Cobro/Pago (Cta externa),101,Bueno,2595.59
62,4820,2,Cobro/Pago (Cta externa),140,Bueno,978.14
62,4820,2,Cobro/Pago (Cta externa),72,Bueno,1651.09
62,4820,2,Cobro/Pago (Cta externa),194,Bueno,1392.88
62,4820,2,Cobro/Pago (Cta externa),74,Regular,839.24
62,4820,2,Cobro/Pago (Cta externa),263,Malo,2074.68
62,4820,2,Cobro/Pago (Cta externa),161,Muy Malo,1368.96
62,4820,2,Cobro/Pago (Cta externa),80,Regular,1323.21
62,4820,2,Cobro/Pago (Cta externa),129,Muy Malo,1861.56
62,4820,2,Cobro/Pago (Cta externa),83,Muy Malo,1175.51
62,4820,2,Cobro/Pago (Cta externa),66,Malo,2429.6
62,4820,2,Cobro/Pago (Cta externa),63,Muy Bueno,753.4
62,4820,3,Deposito,54,Muy Bueno,2103
62,4820,3,Deposito,100,Bueno,2433.67
62,4820,3,Deposito,25,Bueno,1531.48
62,4820,3,Deposito,32,Bueno,1578.78
62,4820,3,Deposito,28,Bueno,2059.76
62,4820,3,Deposito,34,Bueno,1773.76
62,4820,3,Deposito,44,Muy Bueno,139.49
62,4820,3,Deposito,35,Malo,2462.24
62,4820,3,Deposito,70,Muy Bueno,1478.74
62,4820,3,Deposito,68,Regular,1428.14
62,4820,3,Deposito,109,Muy Malo,2540.42
62,4820,3,Deposito,27,Bueno,1717.7
62,4820,3,Deposito,89,Muy Malo,2122.46
62,4820,3,Deposito,31,Muy Bueno,2023.12
62,4820,3,Deposito,53,Regular,1524.36
62,4820,3,Deposito,72,Muy Malo,1250.96
62,4820,3,Deposito,58,Bueno,2000.89
62,4820,3,Deposito,40,Muy Bueno,220.07
62,4820,3,Deposito,117,Muy Bueno,3063.61
62,4820,3,Deposito,75,Regular,2166.81
62,4820,3,Deposito,46,Malo,912.88
62,4820,3,Deposito,66,Muy Bueno,2484.82
62,4820,3,Deposito,115,Regular,3651.71
62,4820,3,Deposito,154,Malo,2672.99
62,4820,3,Deposito,50,Malo,1510.12
62,4820,3,Deposito,27,Muy Bueno,1889.14
62,4820,3,Deposito,63,Bueno,662.36
62,4820,3,Deposito,36,Muy Bueno,924.14
62,4820,3,Deposito,75,Bueno,715.25
62,4820,3,Deposito,106,Malo,2527.99
62,4820,3,Deposito,25,Regular,637.15
62,4820,3,Deposito,71,Bueno,1592.54
62,4820,3,Deposito,65,Muy Bueno,1969.1
62,4820,3,Deposito,28,Muy Bueno,1401.47
62,4820,3,Deposito,108,Bueno,2153.97
62,4820,3,Deposito,108,Malo,817.99
62,4820,3,Deposito,41,Muy Bueno,2164.99
62,4820,3,Deposito,38,Malo,1972.59
62,4820,3,Deposito,82,Muy Bueno,2376.56
62,4820,3,Deposito,44,Bueno,1680.57
62,4820,3,Deposito,131,Muy Malo,975.46
62,4820,3,Deposito,57,Muy Malo,2235.81
62,4820,3,Deposito,96,Muy Bueno,1749.33
62,4820,3,Deposito,68,Regular,613.32
62,4820,3,Deposito,64,Regular,878.52
62,4820,3,Deposito,141,Muy Bueno,2110.52
62,4820,3,Deposito,55,Muy Bueno,1509.36
62,4820,3,Deposito,47,Muy Malo,1518.01
62,4820,3,Deposito,98,Bueno,706.02
62,4820,3,Deposito,35,Malo,1598.42
62,4820,3,Deposito,103,Regular,2343.96
62,4820,3,Deposito,46,Muy Malo,2086.05
62,4820,3,Deposito,57,Malo,569.56
62,4820,3,Deposito,99,Muy Bueno,2325.53
62,4820,3,Deposito,54,Muy Bueno,1495.21
62,4820,3,Deposito,56,Muy Malo,446.48
62,4820,3,Deposito,60,Muy Bueno,2145.99
62,4820,3,Deposito,76,Bueno,1789.11
62,4820,3,Deposito,70,Muy Bueno,2082.53
62,4820,3,Deposito,33,Bueno,447.25
62,4820,3,Deposito,71,Malo,1285.2
62,4820,3,Deposito,109,Bueno,2218.4
62,4820,3,Deposito,44,Muy Bueno,2015.91
62,4820,3,Deposito,44,Regular,1896.19
62,4820,3,Deposito,23,Malo,1571.41
62,4820,3,Deposito,123,Malo,1681.56
62,4820,3,Deposito,86,Bueno,2373.73
62,4820,3,Deposito,98,Bueno,1014.53
62,4820,3,Deposito,50,Muy Bueno,522.14
62,4820,3,Deposito,95,Muy Bueno,2640.66
62,4820,3,Deposito,77,Regular,2060.55
62,4820,3,Deposito,36,Muy Malo,602.42
62,4820,3,Deposito,56,Malo,1202.37
62,4820,3,Deposito,98,Regular,3023.6
62,4820,3,Deposito,71,Bueno,1339.94
62,4820,3,Deposito,22,Malo,623.94
62,4820,3,Deposito,45,Malo,2269.91
62,4820,3,Deposito,75,Bueno,2369.52
62,4820,3,Deposito,92,Malo,2208.62
62,4820,3,Deposito,81,Muy Malo,469.74
62,4820,3,Deposito,59,Malo,2222.21
62,4820,3,Deposito,32,Muy Bueno,1264.1
62,4820,3,Deposito,72,Bueno,2164.07
62,4820,3,Deposito,84,Muy Malo,2449.42
62,4820,3,Deposito,27,Muy Bueno,1894.34
62,4820,3,Deposito,97,Regular,2936.57
62,4820,3,Deposito,136,Bueno,2198.66
62,4820,3,Deposito,113,Muy Bueno,1326.89
62,4820,3,Deposito,73,Malo,2548.45
62,4820,3,Deposito,47,Muy Malo,561.92
62,4820,3,Deposito,68,Bueno,2359.02
62,4820,3,Deposito,72,Bueno,1826.49
62,4820,3,Deposito,46,Muy Bueno,1272.63
62,4820,3,Deposito,26,Malo,1687.81
62,4820,3,Deposito,67,Bueno,1042.9
62,4820,3,Deposito,100,Bueno,918.52
62,4820,3,Deposito,97,Bueno,1643.07
62,4820,3,Deposito,59,Regular,1331.85
62,4820,3,Deposito,44,Regular,1020.44
62,4820,3,Deposito,68,Bueno,1035.09
62,4820,3,Deposito,61,Bueno,1609.31
62,4820,3,Deposito,37,Muy Bueno,602.95
62,4820,3,Deposito,70,Bueno,1537.65
62,4820,3,Deposito,53,Bueno,765.79
62,4820,3,Deposito,64,Malo,2199.25
62,4820,3,Deposito,47,Regular,1859.56
62,4820,3,Deposito,72,Regular,2388.27
62,4820,3,Deposito,27,Muy Bueno,758.25
62,4820,3,Deposito,24,Regular,1031.94
62,4820,3,Deposito,135,Malo,252.67
62,4820,3,Deposito,41,Muy Bueno,2066.79
62,4820,3,Deposito,81,Malo,2063.53
62,4820,3,Deposito,49,Regular,2076.95
62,4820,3,Deposito,61,Bueno,1101.01
62,4820,3,Deposito,32,Regular,1354.44
62,4820,3,Deposito,80,Bueno,2068.95
62,4820,3,Deposito,59,Bueno,1813.13
62,4820,3,Deposito,56,Muy Bueno,1781.85
62,4820,3,Deposito,192,Muy Bueno,1169.09
62,4820,3,Deposito,83,Muy Bueno,866.25
62,4820,3,Deposito,76,Malo,1975.19
62,4820,3,Deposito,36,Bueno,501.74
62,4820,3,Deposito,37,Muy Bueno,1766.35
62,4820,3,Deposito,37,Muy Bueno,1139
62,4820,3,Deposito,29,Malo,992.47
62,4820,3,Deposito,39,Malo,2341.67
62,4820,3,Deposito,105,Malo,2610.46
62,4820,3,Deposito,72,Bueno,890.15
62,4820,3,Deposito,125,Bueno,2721.92
62,4820,3,Deposito,111,Regular,1859.41
62,4820,3,Deposito,62,Bueno,1955.68
62,4820,3,Deposito,34,Bueno,975.44
62,4820,3,Deposito,49,Malo,1584.84
62,4820,3,Deposito,112,Malo,2744.92
62,4820,3,Deposito,38,Muy Bueno,596.67
62,4820,3,Deposito,25,Muy Bueno,1399.25
62,4820,3,Deposito,104,Bueno,1456.78
62,4820,3,Deposito,39,Malo,1372.01
62,4820,3,Deposito,28,Muy Bueno,1516.57
62,4820,3,Deposito,57,Malo,615.63
62,4820,3,Deposito,112,Bueno,3380.91
62,4820,3,Deposito,148,Bueno,2461.82
62,4820,3,Deposito,38,Malo,805.33
62,4820,3,Deposito,30,Bueno,1564.26
62,4820,3,Deposito,44,Regular,2047.49
62,4820,3,Deposito,65,Muy Bueno,1581.73
62,4820,3,Deposito,148,Muy Malo,2320.47
62,4820,3,Deposito,44,Muy Bueno,927.91
62,4820,3,Deposito,20,Muy Bueno,1447
62,4820,3,Deposito,43,Malo,646.8
62,4820,3,Deposito,134,Bueno,1926.93
62,4820,3,Deposito,35,Malo,1052.08
62,4820,3,Deposito,80,Malo,2114.59
62,4820,3,Deposito,95,Bueno,1210.21
62,4820,3,Deposito,41,Muy Bueno,1020.94
62,4820,3,Deposito,27,Bueno,750.45
62,4820,3,Deposito,39,Bueno,1534.61
62,4820,3,Deposito,85,Malo,1001.93
62,4820,3,Deposito,99,Bueno,1057.21
62,4820,3,Deposito,104,Muy Bueno,977.09
62,4820,3,Deposito,33,Regular,1180.48
62,4820,3,Deposito,64,Malo,2324.6
62,4820,3,Deposito,80,Muy Malo,2525.55
62,4820,3,Deposito,46,Bueno,577.16
62,4820,3,Deposito,23,Muy Malo,1560.37
62,4820,3,Deposito,87,Regular,1749.06
62,4820,3,Deposito,97,Malo,2462.45
62,4820,3,Deposito,75,Bueno,1752.91
62,4820,3,Deposito,38,Malo,972.59
62,4820,3,Deposito,97,Regular,2496.23
62,4820,3,Deposito,78,Muy Bueno,2335.8
62,4820,3,Deposito,45,Regular,2326.36
62,4820,3,Deposito,73,Muy Bueno,1058.13
62,4820,3,Deposito,61,Regular,2127
62,4820,3,Deposito,72,Muy Malo,1273.82
62,4820,3,Deposito,67,Bueno,1562.61
62,4820,3,Deposito,21,Bueno,638.5
62,4820,3,Deposito,37,Muy Malo,2195.91
62,4820,3,Deposito,117,Malo,1349.75
62,4820,3,Deposito,121,Bueno,1163.62
62,4820,3,Deposito,88,Bueno,1786.01
62,4820,3,Deposito,108,Malo,2298.72
62,4820,3,Deposito,37,Malo,1740.69
62,4820,3,Deposito,106,Bueno,2146.34
62,4820,3,Deposito,60,Bueno,1712.7
62,4820,3,Deposito,53,Regular,2163.26
62,4820,3,Deposito,52,Bueno,1722.58
62,4820,3,Deposito,77,Malo,2805.15
62,4820,3,Deposito,77,Malo,2129.87
62,4820,3,Deposito,31,Regular,975.63
62,4820,3,Deposito,64,Regular,1041.99
62,4820,3,Deposito,49,Muy Bueno,724.09
62,4820,3,Deposito,41,Bueno,578.76
62,4820,3,Deposito,28,Bueno,2124.62
62,4820,3,Deposito,57,Malo,1837.98
62,4820,3,Deposito,50,Muy Bueno,609.42
62,4820,3,Deposito,34,Regular,320.7
62,4820,3,Deposito,63,Malo,2277.21
62,4820,3,Deposito,59,Bueno,2429.66
62,4820,3,Deposito,70,Malo,2052.51
62,4820,3,Deposito,120,Muy Malo,3304.24
62,4820,3,Deposito,97,Muy Malo,2151.12
62,4820,3,Deposito,54,Regular,1128.9
62,4820,3,Deposito,36,Muy Bueno,1264.21
62,4820,3,Deposito,97,Malo,2248.04
62,4820,3,Deposito,72,Malo,2488.04
62,4820,3,Deposito,60,Regular,1684.15
62,4820,3,Deposito,103,Muy Malo,2060.44
62,4820,3,Deposito,51,Regular,1943.46
62,4820,3,Deposito,58,Bueno,1928.79
62,4820,3,Deposito,58,Malo,2122.94
62,4820,3,Deposito,85,Regular,2647.92
62,4820,3,Deposito,49,Muy Malo,2216.64
62,4820,3,Deposito,39,Bueno,444.39
62,4820,3,Deposito,96,Muy Bueno,2412.61
62,4820,3,Deposito,27,Bueno,2230.42
62,4820,3,Deposito,34,Muy Malo,595.6
62,4820,3,Deposito,84,Muy Bueno,2691.87
62,4820,3,Deposito,70,Bueno,1736.24
62,4820,3,Deposito,39,Malo,1785.92
62,4820,3,Deposito,67,Bueno,2343.91
62,4820,3,Deposito,35,Bueno,1648.64
62,4820,3,Deposito,47,Malo,583.97
62,4820,3,Deposito,76,Regular,2401.12
62,4820,3,Deposito,58,Bueno,376.99
62,4820,3,Deposito,114,Muy Malo,3307.2
62,4820,3,Deposito,85,Malo,2676.23
62,4820,3,Deposito,78,Regular,1188.3
62,4820,3,Deposito,36,Regular,1450.51
62,4820,3,Deposito,21,Bueno,519.5
62,4820,3,Deposito,35,Regular,2357.77
62,4820,3,Deposito,56,Regular,1060.89
62,4820,3,Deposito,90,Bueno,2161.36
62,4820,3,Deposito,49,Muy Bueno,2282
62,4820,3,Deposito,59,Muy Malo,2002.26
62,4820,3,Deposito,40,Muy Bueno,2083.2
62,4820,3,Deposito,111,Muy Malo,2217.91
62,4820,3,Deposito,38,Muy Bueno,2408.35
62,4820,3,Deposito,22,Muy Bueno,499.57
62,4820,3,Deposito,43,Malo,807.27
62,4820,3,Deposito,63,Malo,2122.77
62,4820,3,Deposito,52,Malo,2306.88
62,4820,3,Deposito,24,Muy Bueno,1505.92
62,4820,3,Deposito,81,Regular,1601.03
62,4820,3,Deposito,98,Bueno,1580.29
62,4820,3,Deposito,79,Bueno,2927.92
62,4820,3,Deposito,55,Bueno,2160.42
62,4820,3,Deposito,67,Malo,2173.66
62,4820,3,Deposito,82,Muy Malo,2330.78
62,4820,3,Deposito,63,Muy Bueno,2061.56
62,4820,3,Deposito,70,Malo,2823.01
62,4820,3,Deposito,31,Malo,307.16
62,4820,3,Deposito,88,Muy Bueno,2143.95
62,4820,3,Deposito,71,Malo,2030.89
62,4820,3,Deposito,77,Bueno,2056.81
62,4820,3,Deposito,105,Muy Bueno,690.49
62,4820,3,Deposito,33,Muy Bueno,2005.51
62,4820,3,Deposito,37,Muy Bueno,489.73
62,4820,3,Deposito,34,Bueno,2165.01
62,4820,3,Deposito,169,Regular,2102.39
62,4820,3,Deposito,24,Regular,977.24
62,4820,3,Deposito,44,Malo,2577.72
62,4820,3,Deposito,25,Malo,1297.92
62,4820,3,Deposito,83,Malo,2608.2
62,4820,3,Deposito,90,Regular,1296.18
62,4820,3,Deposito,44,Regular,1834.19
62,4820,3,Deposito,82,Bueno,1259.93
62,4820,3,Deposito,86,Regular,2132.41
62,4820,3,Deposito,58,Muy Malo,1601.67
62,4820,3,Deposito,76,Regular,1316.18
62,4820,3,Deposito,93,Malo,2494.85
62,4820,3,Deposito,34,Regular,511.7
62,4820,3,Deposito,69,Muy Bueno,2209.25
62,4820,3,Deposito,22,Muy Bueno,2088.88
62,4820,3,Deposito,33,Regular,1160.47
62,4820,3,Deposito,51,Muy Bueno,2006
62,4820,3,Deposito,39,Muy Bueno,1729.07
62,4820,3,Deposito,98,Malo,2609.96
62,4820,3,Deposito,114,Bueno,2440.6
62,4820,3,Deposito,94,Malo,322.65
62,4820,3,Deposito,77,Muy Malo,1466.58
62,4820,3,Deposito,50,Bueno,2170.57
62,4820,3,Deposito,23,Regular,1603.39
62,4820,3,Deposito,41,Muy Malo,1686.79
62,4820,3,Deposito,21,Malo,1205.65
62,4820,3,Deposito,96,Malo,2438.37
62,4820,3,Deposito,23,Malo,791.48
62,4820,3,Deposito,120,Malo,2222.57
62,4820,3,Deposito,24,Regular,1896.62
62,4820,3,Deposito,29,Bueno,1357.15
62,4820,3,Deposito,107,Regular,2204.63
62,4820,3,Deposito,77,Muy Bueno,1184.67
62,4820,3,Deposito,49,Muy Bueno,694.57
62,4820,3,Deposito,33,Malo,2071.78
62,4820,3,Deposito,59,Malo,556.39
62,4820,3,Deposito,35,Muy Bueno,781.48
62,4820,3,Deposito,42,Bueno,2328.5
62,4820,3,Deposito,75,Regular,2033.59
62,4820,3,Deposito,21,Regular,634.05
62,4820,3,Deposito,52,Muy Malo,2036.44
62,4820,3,Deposito,74,Malo,2017.11
62,4820,3,Deposito,20,Regular,1822.36
62,4820,3,Deposito,99,Muy Bueno,1519.48
62,4820,3,Deposito,84,Muy Malo,1280.48
62,4820,3,Deposito,103,Regular,2199.14
62,4820,3,Deposito,87,Muy Malo,2509.25
62,4820,3,Deposito,67,Malo,948.81
62,4820,3,Deposito,165,Bueno,2325.35
62,4820,3,Deposito,25,Regular,1575.32
62,4820,3,Deposito,47,Bueno,657
62,4820,3,Deposito,87,Malo,1266.58
62,4820,3,Deposito,126,Malo,2901.45
62,4820,3,Deposito,52,Muy Bueno,2162.4
62,4820,3,Deposito,154,Malo,2178.91
62,4820,3,Deposito,73,Regular,456.41
62,4820,3,Deposito,37,Muy Malo,603.47
62,4820,3,Deposito,37,Regular,552.73
62,4820,3,Deposito,104,Bueno,2529.26
62,4820,3,Deposito,39,Malo,1469.29
62,4820,3,Deposito,93,Bueno,2507.19
62,4820,3,Deposito,54,Bueno,998.94
62,4820,3,Deposito,29,Regular,889.02
62,4820,3,Deposito,41,Malo,1033.46
62,4820,3,Deposito,55,Muy Bueno,1758.16
62,4820,3,Deposito,53,Malo,409.21
62,4820,3,Deposito,64,Malo,1668.69
62,4820,3,Deposito,142,Regular,1838.84
62,4820,3,Deposito,75,Regular,1686.39
62,4820,3,Deposito,61,Muy Malo,1170.52
62,4820,3,Deposito,64,Bueno,1119.17
62,4820,3,Deposito,63,Malo,1460.03
62,4820,3,Deposito,75,Regular,2308.18
62,4820,3,Deposito,36,Regular,1280.24
62,4820,3,Deposito,61,Malo,863.59
62,4820,3,Deposito,35,Regular,833.34
62,4820,3,Deposito,130,Bueno,1364.52
62,4820,3,Deposito,31,Malo,1712.97
62,4820,3,Deposito,89,Muy Bueno,2457.59
62,4820,3,Deposito,75,Muy Bueno,1092.54
